"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","65.5","","","","1"
"2012","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","63.2","","","","1"
"2013","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","65.0","","","","1"
"2014","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","61.8","","","","1"
"2015","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","64.0","","","","1"
"2016","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","67.5","","","","1"
"2017","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","69.6","","","","1"
"2018","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","68.3","","","","1"
"2019","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","68.2","","","","1"
"2020","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","65.1","","","","1"
"2021","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","69.9","","","","1"
"2022","Saskatchewan","2021A000247","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2367516","9.3.14.1.1","71.8","","","","1"
